name,main_lang,ms_item,ms_class,obj_desc,sup_desc,early_date,late_date,period,region,settlement,geo_place
Mare 0028,arc,otherreligion,label,bowlpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0029,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0030,arc,otherreligion,label,potsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0031,arc,otherreligion,label,jarpotsherd,clay,-300,-201,Hellenistic,Judaea,Maresha,
Mare 0032,arc,otherreligion,label,jarpotsherd,clay,-300,-201,Hellenistic,Judaea,Maresha,
Mare 0033,arc,otherreligion,label,jugpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0034,arc,otherreligion,label,bowlpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0035,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0036,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0037,arc,otherreligion,label,bowl,metal,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0038,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0039,arc,otherreligion,label,jugpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0040,arc,otherreligion,label,jugpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0041,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0042,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0043,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0044,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0045,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0046,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0047,arc,otherreligion,label,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0048,arc,otherreligion,textother,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0049,arc,otherreligion,textother,jarpotsherd,clay,-400,-101,Persian/Hellenistic,Judaea,Maresha,
Mare 0050,grc,unknownreligion,textother,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0051,grc,unknownreligion,textother,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0052,grc,unknownreligion,abecedary,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0053,grc,unknownreligion,label,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0054,grc,unknownreligion,label,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0055,grc,unknownreligion,graffiti,jarpotsherd,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0056,grc,unknownreligion,textother,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0057,grc,unknownreligion,graffiti,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0058,grc,unknownreligion,textunknown,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0059,grc,unknownreligion,textunknown,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0060,grc,unknownreligion,textunknown,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0061,grc,unknownreligion,textunknown,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0062,grc,unknownreligion,labelownership,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0063,grc,unknownreligion,graffiti,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0064,grc,unknownreligion,textother,ostrakon,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0070,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0071,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0072,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0073,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 00740,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0075,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0076,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0077,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0078,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0079,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0080,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0081,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0082,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0083,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0084,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0085,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0086,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0087,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0088,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0089,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0090,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0091,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0092,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0095,arc,jewish,financial,potsherd,clay,400,100,Persian/Hellenistic,Judaea,Maresha,
Mare 0096,arc,jewish,financial,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0097,arc,jewish,label,potsherd,clay,-300,-101,Hellenistic,Judaea,Maresha,
Mare 0098,arc,jewish,label,jugpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0099,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0100,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0101,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0102,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0103,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0104,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0105,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0106,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0107,arc,jewish,label,jugpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0108,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0109,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0110,arc,jewish,label,bowlpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0111,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0112,arc,jewish,label,jarpotsherd,clay,-399,-201,Persian/Hellenistic,Judaea,Maresha,
Mare 0113,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0114,arc,jewish,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0115,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0116,arc,unknownreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0117,arc,jewish,label,jarpotsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0118,arc,jewish,label,jarpotsherd,clay,-425,-400,Persian,Judaea,Maresha,
Mare 0119,arc,jewish,label,jarpotsherd,clay,-399,-300,Persian/Hellenistic,Judaea,Maresha,
Mare 0120,arc,jewish,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0121,arc,jewish,labelownership,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0122,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0234,arc,otherreligion,label,potsherd,clay,-299,-101,Hellenistic,Judaea,Maresha,
Mare 0124,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0125,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0125,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0127,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0128,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0129,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0130,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0131,arc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0132,arc,jewish,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0133,arc,otherreligion,textother,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0134,arc,otherreligion,textother,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0135,arc,otherreligion,textother,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0136,arc,jewish,legal,jugpotsherdostrakon,clay,-250,-150,Hellenistic,Judaea,Maresha,
Mare 0137,phn,otherreligion,label,potsherd,clay,-400,-300,Persian/Hellenistic,Judaea,Maresha,
Mare 0138,arc,jewish,labelownership,potsherd,clay,-350,-300,Persian/Hellenistic,Judaea,Maresha,
Mare 0139,arc,otherreligion,label,potsherdostrakon,clay,-300,-100,Hellenistic,Judaea,Maresha,
Mare 0140,arc,jewish,label,potsherd,clay,-63,132,Early Roman,Judaea,Maresha,
Mare 0141,arc,jewish,label,potsherd,clay,-63,132,Early Roman,Judaea,Maresha,
Mare 0142,arc,jewish,label,potsherd,clay,-63,132,Early Roman,Judaea,Maresha,
Mare 0180,grc,otherreligion,magic,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0181,grc,otherreligion,textother,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0182,grc,otherreligion,abecedary,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0183,grc,otherreligion,abecedary,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0184,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0185,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0186,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0187,grc,otherreligion,dedicatoryvotive,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0188,grc,otherreligion,dedicatory,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0189,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare0190,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare0190,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0192,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0193,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0194,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0195,grc,otherreligion,textunknown,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0196,grc,otherreligion,label,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 097,grc,otherreligion,label,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0198,grc,otherreligion,label,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0199,grc,otherreligion,label,ostrakon,clay,-332,-63,Hellenistic,Judaea,Maresha,
Mare 0205,grc,otherreligion,dedicatory,altar,limestone,-499,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0206,grc,otherreligion,dedicatory,altar,limestone,-499,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0207,grc,otherreligion,dedicatory,altar,limestone,-499,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0208,grc,otherreligion,dedicatory,altar,limestone,-499,-100,Persian/Hellenistic,Judaea,Maresha,Maresha
Mare 0209,grc,otherreligion,label,weight,metal,-108,-107,Hellenistic,Judaea,Maresha,
Mare 0210,grc,otherreligion,labelweight,weight,metal,-108,-107,Hellenistic,Judaea,Maresha,
Mare 0211,grc,otherreligion,labelweight,weight,metal,-108,-107,Hellenistic,Judaea,Maresha,
Mare 0212,grc,otherreligion,labelweight,weight,metal,-170,-169,Hellenistic,Judaea,Maresha,
Mare 0213,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0214,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0215,grc,otherreligion,labelweight,weight,metal,-104,-103,Hellenistic,Judaea,Maresha,
Mare 0216,grc,otherreligion,label,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0217,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0218,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0219,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0220,grc,otherreligion,labelweight,weight,metal,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0227,grc,otherreligion,textother,stele,limestone,-178,-178,Early Hellenistic,Judaea,Maresha,
Mare0228,grc,otherreligion,textother,stele,limestone,-187,-175,Early Hellenistic,Judaea,Maresha,
Mare 0229,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0230,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0231,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0232,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0233,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0234,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0235,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0236,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare0237,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0238,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0239,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0240,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0241,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0242,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0243,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0244,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0245,grc,otherreligion,financial,ostrakon,clay,-499,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0246,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0247,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0248,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0249,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0250,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0251,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0252,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0253,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0254,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0255,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0256,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0257,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0258,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0259,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0260,grc,otherreligion,financial,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0261,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0262,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0263,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0264,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0265,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0266,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0267,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0268,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0269,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0270,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0271,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare0272,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0273,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0274,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0275,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0276,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0277,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0278,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0279,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0280,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0281,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0282,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0283,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0284,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0285,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare0286,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0287,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0288,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0289,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0290,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0291,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0292,grc,otherreligion,textunknown,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0293,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0294,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0295,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0296,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0297,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0298,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0299,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0300,grc,otherreligion,labeltoken,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0301,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0302,grc,otherreligion,graffiti,ostrakon,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0303,grc,otherreligion,graffiti,pottery,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0304,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0305,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0306,grc,otherreligion,graffiti,pottery,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0307,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0308,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0309,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0310,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0311,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0312,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0313,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0314,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0315,grc,otherreligion,graffiti,pottery,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0316,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0317,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0318,grc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0319,grc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0320,grc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare0321,grc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0322,grc,otherreligion,textunknown,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0323,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0324,grc,otherreligion,label,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0325,grc,otherreligion,textunknown,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0326,grc,otherreligion,textunknown,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0327,grc,otherreligion,textunknown,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0328,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0329,grc,otherreligion,textunknown,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0330,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0331,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0332,grc,otherreligion,dedicatory,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0333,grc,otherreligion,textunknown,amphora,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
Mare 0334,grc,otherreligion,graffiti,potsherd,clay,-400,-100,Persian/Hellenistic,Judaea,Maresha,
